,rank,artist,name,value,date,country,country_code,lastValue,year
249,10,Maroon 5,Don't Wanna Know,2535018,2017-01-25,global,global,2495624.0,2017.0657534246575
250,1,Ed Sheeran,Shape of You,7398092,2017-01-26,global,global,7259975.0,2017.0684931506848
251,2,The Chainsmokers,Paris,4159004,2017-01-26,global,global,4073319.0,2017.0684931506848
252,3,Ed Sheeran,Castle on the Hill,3651760,2017-01-26,global,global,3590988.0,2017.0684931506848
253,4,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3520010,2017-01-26,global,global,3374636.0,2017.0684931506848
254,5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3240693,2017-01-26,global,global,3195206.0,2017.0684931506848
255,6,The Weeknd,Starboy,3199664,2017-01-26,global,global,3238092.0,2017.0684931506848
256,7,James Arthur,Say You Won't Let Go,2786858,2017-01-26,global,global,2775738.0,2017.0684931506848
257,8,The Chainsmokers,Closer (feat. Halsey),2773089,2017-01-26,global,global,2738403.0,2017.0684931506848
258,9,Luis Fonsi,Despacito (Featuring Daddy Yankee),2676609,2017-01-26,global,global,2676609.0,2017.0684931506848
259,10,The Weeknd,I Feel It Coming,2647528,2017-01-26,global,global,2619488.0,2017.0684931506848
260,1,Ed Sheeran,Shape of You,7765131,2017-01-27,global,global,7398092.0,2017.0712328767124
261,2,The Chainsmokers,Paris,4287637,2017-01-27,global,global,4159004.0,2017.0712328767124
262,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3813687,2017-01-27,global,global,3520010.0,2017.0712328767124
263,4,Ed Sheeran,Castle on the Hill,3693885,2017-01-27,global,global,3651760.0,2017.0712328767124
264,5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3463085,2017-01-27,global,global,3240693.0,2017.0712328767124
265,6,The Weeknd,Starboy,3232580,2017-01-27,global,global,3199664.0,2017.0712328767124
266,7,Luis Fonsi,Despacito (Featuring Daddy Yankee),2926574,2017-01-27,global,global,2676609.0,2017.0712328767124
267,8,Migos,Bad and Boujee (feat. Lil Uzi Vert),2923583,2017-01-27,global,global,2923583.0,2017.0712328767124
268,9,The Chainsmokers,Closer (feat. Halsey),2862862,2017-01-27,global,global,2773089.0,2017.0712328767124
269,10,James Arthur,Say You Won't Let Go,2787328,2017-01-27,global,global,2786858.0,2017.0712328767124
270,1,Ed Sheeran,Shape of You,7423086,2017-01-28,global,global,7765131.0,2017.0739726027398
271,2,The Chainsmokers,Paris,4114373,2017-01-28,global,global,4287637.0,2017.0739726027398
272,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3800351,2017-01-28,global,global,3813687.0,2017.0739726027398
273,4,Ed Sheeran,Castle on the Hill,3489434,2017-01-28,global,global,3693885.0,2017.0739726027398
274,5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3450083,2017-01-28,global,global,3463085.0,2017.0739726027398
275,6,Luis Fonsi,Despacito (Featuring Daddy Yankee),3088386,2017-01-28,global,global,2926574.0,2017.0739726027398
276,7,The Weeknd,Starboy,3074828,2017-01-28,global,global,3232580.0,2017.0739726027398
277,8,Migos,Bad and Boujee (feat. Lil Uzi Vert),2899366,2017-01-28,global,global,2923583.0,2017.0739726027398
278,9,The Chainsmokers,Closer (feat. Halsey),2788160,2017-01-28,global,global,2862862.0,2017.0739726027398
279,10,James Arthur,Say You Won't Let Go,2671936,2017-01-28,global,global,2787328.0,2017.0739726027398
280,1,Ed Sheeran,Shape of You,6539160,2017-01-29,global,global,7423086.0,2017.0767123287671
281,2,The Chainsmokers,Paris,3624414,2017-01-29,global,global,4114373.0,2017.0767123287671
282,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3383307,2017-01-29,global,global,3800351.0,2017.0767123287671
283,4,Ed Sheeran,Castle on the Hill,3088678,2017-01-29,global,global,3489434.0,2017.0767123287671
284,5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2876411,2017-01-29,global,global,3450083.0,2017.0767123287671
285,6,Luis Fonsi,Despacito (Featuring Daddy Yankee),2677707,2017-01-29,global,global,3088386.0,2017.0767123287671
286,7,The Weeknd,Starboy,2606236,2017-01-29,global,global,3074828.0,2017.0767123287671
287,8,Migos,Bad and Boujee (feat. Lil Uzi Vert),2492224,2017-01-29,global,global,2899366.0,2017.0767123287671
288,9,James Arthur,Say You Won't Let Go,2455654,2017-01-29,global,global,2671936.0,2017.0767123287671
289,10,The Chainsmokers,Closer (feat. Halsey),2415544,2017-01-29,global,global,2788160.0,2017.0767123287671
290,1,Ed Sheeran,Shape of You,7122914,2017-01-30,global,global,6539160.0,2017.0794520547945
291,2,The Chainsmokers,Paris,3948527,2017-01-30,global,global,3624414.0,2017.0794520547945
292,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3641608,2017-01-30,global,global,3383307.0,2017.0794520547945
293,4,Ed Sheeran,Castle on the Hill,3420993,2017-01-30,global,global,3088678.0,2017.0794520547945
294,5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3053882,2017-01-30,global,global,2876411.0,2017.0794520547945
295,6,Luis Fonsi,Despacito (Featuring Daddy Yankee),2967051,2017-01-30,global,global,2677707.0,2017.0794520547945
296,7,The Weeknd,Starboy,2731586,2017-01-30,global,global,2606236.0,2017.0794520547945
297,8,James Arthur,Say You Won't Let Go,2608052,2017-01-30,global,global,2455654.0,2017.0794520547945
298,9,The Chainsmokers,Closer (feat. Halsey),2539314,2017-01-30,global,global,2415544.0,2017.0794520547945
299,10,Migos,Bad and Boujee (feat. Lil Uzi Vert),2514978,2017-01-30,global,global,2492224.0,2017.0794520547945
300,1,Ed Sheeran,Shape of You,7419406,2017-01-31,global,global,7122914.0,2017.0821917808219
301,2,The Chainsmokers,Paris,4115100,2017-01-31,global,global,3948527.0,2017.0821917808219
302,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3792324,2017-01-31,global,global,3641608.0,2017.0821917808219
303,4,Ed Sheeran,Castle on the Hill,3438970,2017-01-31,global,global,3420993.0,2017.0821917808219
304,5,Luis Fonsi,Despacito (Featuring Daddy Yankee),3221839,2017-01-31,global,global,2967051.0,2017.0821917808219
305,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3152400,2017-01-31,global,global,3053882.0,2017.0821917808219
306,7,The Weeknd,Starboy,2819430,2017-01-31,global,global,2731586.0,2017.0821917808219
307,8,James Arthur,Say You Won't Let Go,2722644,2017-01-31,global,global,2608052.0,2017.0821917808219
308,9,Migos,Bad and Boujee (feat. Lil Uzi Vert),2654562,2017-01-31,global,global,2514978.0,2017.0821917808219
309,10,The Chainsmokers,Closer (feat. Halsey),2607363,2017-01-31,global,global,2539314.0,2017.0821917808219
310,1,Ed Sheeran,Shape of You,7549041,2017-02-01,global,global,7419406.0,2017.0849315068492
311,2,The Chainsmokers,Paris,4181293,2017-02-01,global,global,4115100.0,2017.0849315068492
312,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3838281,2017-02-01,global,global,3792324.0,2017.0849315068492
313,4,Luis Fonsi,Despacito (Featuring Daddy Yankee),3460006,2017-02-01,global,global,3221839.0,2017.0849315068492
314,5,Ed Sheeran,Castle on the Hill,3456727,2017-02-01,global,global,3438970.0,2017.0849315068492
315,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3217226,2017-02-01,global,global,3152400.0,2017.0849315068492
316,7,The Weeknd,Starboy,2851344,2017-02-01,global,global,2819430.0,2017.0849315068492
317,8,James Arthur,Say You Won't Let Go,2791403,2017-02-01,global,global,2722644.0,2017.0849315068492
318,9,Migos,Bad and Boujee (feat. Lil Uzi Vert),2690183,2017-02-01,global,global,2654562.0,2017.0849315068492
319,10,The Chainsmokers,Closer (feat. Halsey),2632855,2017-02-01,global,global,2607363.0,2017.0849315068492
320,1,Ed Sheeran,Shape of You,7602214,2017-02-02,global,global,7549041.0,2017.0876712328768
321,2,The Chainsmokers,Paris,4165357,2017-02-02,global,global,4181293.0,2017.0876712328768
322,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3864527,2017-02-02,global,global,3838281.0,2017.0876712328768
323,4,Luis Fonsi,Despacito (Featuring Daddy Yankee),3582750,2017-02-02,global,global,3460006.0,2017.0876712328768
324,5,Ed Sheeran,Castle on the Hill,3440258,2017-02-02,global,global,3456727.0,2017.0876712328768
325,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3212664,2017-02-02,global,global,3217226.0,2017.0876712328768
326,7,The Weeknd,Starboy,2828442,2017-02-02,global,global,2851344.0,2017.0876712328768
327,8,James Arthur,Say You Won't Let Go,2783998,2017-02-02,global,global,2791403.0,2017.0876712328768
328,9,Migos,Bad and Boujee (feat. Lil Uzi Vert),2658222,2017-02-02,global,global,2690183.0,2017.0876712328768
329,10,The Chainsmokers,Closer (feat. Halsey),2626955,2017-02-02,global,global,2632855.0,2017.0876712328768
330,1,Ed Sheeran,Shape of You,7881255,2017-02-03,global,global,7602214.0,2017.0904109589042
331,2,The Chainsmokers,Paris,4285994,2017-02-03,global,global,4165357.0,2017.0904109589042
332,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",4034520,2017-02-03,global,global,3864527.0,2017.0904109589042
333,4,Luis Fonsi,Despacito (Featuring Daddy Yankee),3897590,2017-02-03,global,global,3582750.0,2017.0904109589042
334,5,Ed Sheeran,Castle on the Hill,3449821,2017-02-03,global,global,3440258.0,2017.0904109589042
335,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3425448,2017-02-03,global,global,3212664.0,2017.0904109589042
336,7,The Weeknd,Starboy,2980843,2017-02-03,global,global,2828442.0,2017.0904109589042
337,8,James Arthur,Say You Won't Let Go,2806319,2017-02-03,global,global,2783998.0,2017.0904109589042
338,9,Migos,Bad and Boujee (feat. Lil Uzi Vert),2803957,2017-02-03,global,global,2658222.0,2017.0904109589042
339,10,The Chainsmokers,Closer (feat. Halsey),2726869,2017-02-03,global,global,2626955.0,2017.0904109589042
340,1,Ed Sheeran,Shape of You,7740851,2017-02-04,global,global,7881255.0,2017.0931506849315
341,2,The Chainsmokers,Paris,4159115,2017-02-04,global,global,4285994.0,2017.0931506849315
342,3,Luis Fonsi,Despacito (Featuring Daddy Yankee),3986228,2017-02-04,global,global,3897590.0,2017.0931506849315
343,4,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3928796,2017-02-04,global,global,4034520.0,2017.0931506849315
344,5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3413630,2017-02-04,global,global,3425448.0,2017.0931506849315
345,6,Ed Sheeran,Castle on the Hill,3323026,2017-02-04,global,global,3449821.0,2017.0931506849315
346,7,The Weeknd,Starboy,2873678,2017-02-04,global,global,2980843.0,2017.0931506849315
347,8,Migos,Bad and Boujee (feat. Lil Uzi Vert),2756192,2017-02-04,global,global,2803957.0,2017.0931506849315
348,9,James Arthur,Say You Won't Let Go,2724446,2017-02-04,global,global,2806319.0,2017.0931506849315
349,10,The Chainsmokers,Closer (feat. Halsey),2687406,2017-02-04,global,global,2726869.0,2017.0931506849315
350,1,Ed Sheeran,Shape of You,6968082,2017-02-05,global,global,7740851.0,2017.0958904109589
351,2,The Chainsmokers,Paris,3731405,2017-02-05,global,global,4159115.0,2017.0958904109589
352,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3563966,2017-02-05,global,global,3928796.0,2017.0958904109589
353,4,Luis Fonsi,Despacito (Featuring Daddy Yankee),3482709,2017-02-05,global,global,3986228.0,2017.0958904109589
354,5,Ed Sheeran,Castle on the Hill,2988338,2017-02-05,global,global,3323026.0,2017.0958904109589
355,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2907647,2017-02-05,global,global,3413630.0,2017.0958904109589
356,7,The Weeknd,Starboy,2514285,2017-02-05,global,global,2873678.0,2017.0958904109589
357,8,James Arthur,Say You Won't Let Go,2510478,2017-02-05,global,global,2724446.0,2017.0958904109589
358,9,Migos,Bad and Boujee (feat. Lil Uzi Vert),2488064,2017-02-05,global,global,2756192.0,2017.0958904109589
359,10,The Chainsmokers,Closer (feat. Halsey),2424160,2017-02-05,global,global,2687406.0,2017.0958904109589
360,1,Ed Sheeran,Shape of You,7138916,2017-02-06,global,global,6968082.0,2017.0986301369862
361,2,The Chainsmokers,Paris,3792585,2017-02-06,global,global,3731405.0,2017.0986301369862
362,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3634652,2017-02-06,global,global,3563966.0,2017.0986301369862
363,4,Luis Fonsi,Despacito (Featuring Daddy Yankee),3564587,2017-02-06,global,global,3482709.0,2017.0986301369862
364,5,Ed Sheeran,Castle on the Hill,3101484,2017-02-06,global,global,2988338.0,2017.0986301369862
365,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2941776,2017-02-06,global,global,2907647.0,2017.0986301369862
366,7,James Arthur,Say You Won't Let Go,2583495,2017-02-06,global,global,2510478.0,2017.0986301369862
367,8,Martin Garrix,Scared to Be Lonely,2538031,2017-02-06,global,global,2538031.0,2017.0986301369862
368,9,The Weeknd,Starboy,2495367,2017-02-06,global,global,2514285.0,2017.0986301369862
369,10,The Chainsmokers,Closer (feat. Halsey),2392077,2017-02-06,global,global,2424160.0,2017.0986301369862
370,1,Ed Sheeran,Shape of You,7458487,2017-02-07,global,global,7138916.0,2017.1013698630136
371,2,The Chainsmokers,Paris,4009158,2017-02-07,global,global,3792585.0,2017.1013698630136
372,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3826728,2017-02-07,global,global,3634652.0,2017.1013698630136
373,4,Luis Fonsi,Despacito (Featuring Daddy Yankee),3767920,2017-02-07,global,global,3564587.0,2017.1013698630136
374,5,Ed Sheeran,Castle on the Hill,3171754,2017-02-07,global,global,3101484.0,2017.1013698630136
375,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3084627,2017-02-07,global,global,2941776.0,2017.1013698630136
376,7,Martin Garrix,Scared to Be Lonely,2770680,2017-02-07,global,global,2538031.0,2017.1013698630136
377,8,James Arthur,Say You Won't Let Go,2704842,2017-02-07,global,global,2583495.0,2017.1013698630136
378,9,The Weeknd,Starboy,2585830,2017-02-07,global,global,2495367.0,2017.1013698630136
379,10,The Chainsmokers,Closer (feat. Halsey),2474521,2017-02-07,global,global,2392077.0,2017.1013698630136
380,1,Ed Sheeran,Shape of You,7557934,2017-02-08,global,global,7458487.0,2017.1041095890412
381,2,The Chainsmokers,Paris,4083784,2017-02-08,global,global,4009158.0,2017.1041095890412
382,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3911713,2017-02-08,global,global,3826728.0,2017.1041095890412
383,4,Luis Fonsi,Despacito (Featuring Daddy Yankee),3832930,2017-02-08,global,global,3767920.0,2017.1041095890412
384,5,Ed Sheeran,Castle on the Hill,3198916,2017-02-08,global,global,3171754.0,2017.1041095890412
385,6,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3162643,2017-02-08,global,global,3084627.0,2017.1041095890412
386,7,Martin Garrix,Scared to Be Lonely,2911920,2017-02-08,global,global,2770680.0,2017.1041095890412
387,8,James Arthur,Say You Won't Let Go,2719236,2017-02-08,global,global,2704842.0,2017.1041095890412
388,9,The Weeknd,Starboy,2623759,2017-02-08,global,global,2585830.0,2017.1041095890412
389,10,The Weeknd,I Feel It Coming,2502836,2017-02-08,global,global,2502836.0,2017.1041095890412
390,1,Ed Sheeran,Shape of You,7473863,2017-02-09,global,global,7557934.0,2017.1068493150685
391,2,The Chainsmokers,Paris,4004291,2017-02-09,global,global,4083784.0,2017.1068493150685
392,3,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3939004,2017-02-09,global,global,3911713.0,2017.1068493150685
393,4,Luis Fonsi,Despacito (Featuring Daddy Yankee),3853485,2017-02-09,global,global,3832930.0,2017.1068493150685
394,5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3122242,2017-02-09,global,global,3162643.0,2017.1068493150685
395,6,Ed Sheeran,Castle on the Hill,3120108,2017-02-09,global,global,3198916.0,2017.1068493150685
396,7,Martin Garrix,Scared to Be Lonely,2923570,2017-02-09,global,global,2911920.0,2017.1068493150685
397,8,James Arthur,Say You Won't Let Go,2665616,2017-02-09,global,global,2719236.0,2017.1068493150685
398,9,The Weeknd,Starboy,2624595,2017-02-09,global,global,2623759.0,2017.1068493150685
399,10,The Weeknd,I Feel It Coming,2490989,2017-02-09,global,global,2502836.0,2017.1068493150685
400,1,Ed Sheeran,Shape of You,7783927,2017-02-10,global,global,7473863.0,2017.109589041096
401,2,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",4277593,2017-02-10,global,global,3939004.0,2017.109589041096
402,3,The Chainsmokers,Paris,4134250,2017-02-10,global,global,4004291.0,2017.109589041096
403,4,Luis Fonsi,Despacito (Featuring Daddy Yankee),4025870,2017-02-10,global,global,3853485.0,2017.109589041096
404,5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3248713,2017-02-10,global,global,3122242.0,2017.109589041096
405,6,Ed Sheeran,Castle on the Hill,3127157,2017-02-10,global,global,3120108.0,2017.109589041096
406,7,Martin Garrix,Scared to Be Lonely,3040261,2017-02-10,global,global,2923570.0,2017.109589041096
407,8,The Weeknd,Starboy,2742079,2017-02-10,global,global,2624595.0,2017.109589041096
408,9,James Arthur,Say You Won't Let Go,2668426,2017-02-10,global,global,2665616.0,2017.109589041096
409,10,Katy Perry,Chained To The Rhythm,2653684,2017-02-10,global,global,2653684.0,2017.109589041096
410,1,Ed Sheeran,Shape of You,7714323,2017-02-11,global,global,7783927.0,2017.1123287671232
411,2,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",4331920,2017-02-11,global,global,4277593.0,2017.1123287671232
412,3,Luis Fonsi,Despacito (Featuring Daddy Yankee),4131487,2017-02-11,global,global,4025870.0,2017.1123287671232
413,4,The Chainsmokers,Paris,4038157,2017-02-11,global,global,4134250.0,2017.1123287671232
414,5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),3127587,2017-02-11,global,global,3248713.0,2017.1123287671232
415,6,Ed Sheeran,Castle on the Hill,3004201,2017-02-11,global,global,3127157.0,2017.1123287671232
